Employee ID,Employee Name,Age,Gender,Marital Status,Joining Date,Company Name,Region,Tenure (in years),Job Role,Department,Education Qualification,Experience (in years),Performance Rating,Project Contribution,Key Projects Handled,Salary (Annual),Promotions Received,Previous Layoffs Experience,Last Promotion Date,Working Hours Per Week,Manager Feedback,Disciplinary Issues,Certifications Attained,Absenteeism Rate,Last Performance Review Score,Projects Completed,Skills,Resignation Intentions,Training Attended,Overtime Hours,Distance from Office,Employment Type,Voluntary Exit,Employment Status,Layoff Status
890d0b18-5761-40d6-86d7-70193e54d5fd,Ivan Shukla,28,Male,Married,15-10-2018,Wipro,North India,8.188670054,Database Administrator,IT,Master's Degree,16.34155617,5,7,Doloremque.,577000,2,No,30-01-2022,58,Nisi hic officiis ad laborum error numquam.,4,1,1.72,96,8,Risk analyst,Yes,3,14,13.62,Contract,Yes,Employed,No
79ca6f34-cb6e-43c3-b0f2-5fd2e5cb3d60,Shlok Bal,22,Female,Divorced,10-03-2018,Wipro,North India,7.035240867,Network Engineer,Operations,Bachelor's Degree,27.88297671,5,5,Reiciendis distinctio quidem.,456000,1,Yes,17-02-2023,52,Facilis fugit excepturi amet magni.,1,3,0.55,92,7,Economist,Yes,1,5,14.93,Part-time,Yes,Employed,No
118105e5-248d-47dc-be81-a7a81d5582d4,Oorja Sastry,52,Male,Single,25-08-2014,Wipro,South India,5.894259108,Data Analyst,HR,Bachelor's Degree,11.98186604,3,9,Ut nisi.,2959000,3,No,04-09-2020,43,Neque dolor rem tempore.,0,2,3.74,60,3,Horticultural therapist,Yes,4,33,13.33,Full-time,Yes,Employed,Yes
234db2bd-3831-4ae4-8641-81725278ca60,Ivan Shukla,56,Male,Single,03-07-2015,Wipro,West India,8.546208421,Project Manager,Marketing,Bachelor's Degree,20.11737153,3,4,Autem laudantium vitae.,1808000,0,Yes,19-07-2021,54,Minima molestiae autem dolorem dicta velit.,1,3,9.8,83,9,"Administrator, sports",Yes,2,47,19.84,Part-time,No,Laid Off,Yes
3ae03c00-2138-4125-bd17-d892c38ce0e8,Indrajit Kale,50,Female,Single,08-12-2023,Wipro,North India,1.791632387,Network Engineer,Marketing,Diploma,25.00088445,3,9,Odit a.,2725000,1,Yes,28-11-2020,56,Nesciunt sapiente blanditiis quas eum.,3,3,4.29,88,4,Office manager,No,0,46,10.94,Part-time,Yes,Employed,Yes
68d0be56-ebb2-43cc-b336-c255ced7abdd,Devansh Varughese,47,Male,Single,10-09-2019,Wipro,West India,1.565434102,HR Manager,R&D,Master's Degree,9.086140497,5,5,Hic asperiores.,638000,1,Yes,22-01-2024,52,Corporis voluptatem quos.,5,0,0.38,74,3,Diplomatic Services operational officer,No,2,31,12.95,Full-time,Yes,Laid Off,No
5b5bea41-b144-46ee-9008-e3aeccf25cc5,Rasha Taneja,42,Male,Divorced,05-06-2022,Wipro,South India,10.10025968,Data Analyst,Marketing,Master's Degree,23.50572114,5,4,Aliquam debitis.,1999000,3,No,21-09-2022,37,Reprehenderit occaecati illum aliquam nostrum.,0,2,5.2,82,4,"Investment banker, operational",Yes,5,1,24.06,Contract,No,Laid Off,No
b994c3c7-a80f-425c-8a80-46b28fe75bc7,Hiran Randhawa,49,Female,Married,07-03-2015,Wipro,North India,7.613214039,Business Analyst,Finance,Diploma,18.42627765,4,8,Eius ex.,1557000,1,Yes,20-10-2020,57,Assumenda porro optio officia cumque.,5,4,0.5,99,9,Network engineer,No,1,2,22.58,Contract,No,Employed,No
1996e679-2d09-4123-81df-d96f5886bc18,Rohan Chandra,30,Male,Single,22-05-2024,Wipro,West India,9.151923049,Business Analyst,HR,Master's Degree,20.7345706,1,8,In accusamus.,555000,1,No,31-03-2023,40,Omnis tenetur quia.,2,4,1,94,3,Furniture conservator/restorer,Yes,5,21,21.24,Contract,Yes,Laid Off,Yes
23903358-d277-406b-aee4-8e1a305f2834,Miraya Chana,23,Female,Single,01-03-2015,Wipro,West India,14.87516342,Data Analyst,R&D,PhD,14.10719096,2,1,Magnam voluptate.,2709000,3,Yes,13-11-2019,38,Voluptatem adipisci ea praesentium.,2,1,0.72,80,3,Quality manager,Yes,3,35,19.93,Full-time,No,Employed,Yes
a69c48fb-d334-4153-bedb-71bf2872327c,Nishith Lala,47,Female,Married,09-02-2022,Wipro,South India,0.73394388,Business Analyst,HR,Master's Degree,26.4378877,4,1,Ex modi.,1328000,0,Yes,22-07-2024,37,Incidunt suscipit voluptate facere repellendus dolore.,3,1,5.54,62,3,"Editor, film/video",Yes,0,21,22.74,Part-time,No,Laid Off,No
327827dc-2229-457e-abad-8bf52cbf1a0c,Prerak Sharaf,42,Female,Single,18-08-2024,Wipro,North India,9.804396141,Business Analyst,Finance,Bachelor's Degree,3.686576389,4,6,Vitae repudiandae.,1391000,3,No,25-03-2023,43,Aliquid quibusdam explicabo blanditiis.,4,4,8.8,72,9,Regulatory affairs officer,No,5,44,28,Full-time,Yes,Laid Off,No
c92434ae-9d5d-4064-8e51-d4695446aeec,Taimur Agrawal,54,Female,Single,02-10-2016,Wipro,East India,6.93283622,Software Engineer,IT,Bachelor's Degree,23.0426952,5,1,Fugit quis voluptatum alias.,625000,2,Yes,26-11-2022,41,Libero odit sed facilis.,0,1,8.53,82,7,Dance movement psychotherapist,No,3,21,12.74,Part-time,Yes,Laid Off,No
9c208768-9e2f-4c72-ace9-dbc449066015,Tara Gole,42,Male,Married,18-10-2020,Wipro,South India,9.719355019,Business Analyst,IT,Master's Degree,14.26724849,3,4,Aperiam eaque laboriosam ut.,399000,0,Yes,11-03-2022,44,Inventore architecto ratione doloremque.,5,3,2.86,83,2,Illustrator,Yes,1,2,29.51,Full-time,Yes,Laid Off,Yes
f096e140-ec02-45ea-ac5b-f1e56ae9f795,Kismat Rege,52,Male,Married,10-06-2010,Wipro,South India,12.3469409,Software Engineer,Finance,Bachelor's Degree,12.3187274,5,1,Vel esse fugiat.,666000,3,No,06-01-2024,37,Architecto blanditiis eum.,3,4,4.6,71,1,"Designer, television/film set",No,0,47,22.97,Contract,No,Laid Off,No
34bd8ec5-214b-4a1a-9223-e241cb824c8f,Yashvi Sankaran,30,Male,Married,12-06-2010,Wipro,East India,5.115940742,Software Engineer,HR,Bachelor's Degree,24.49101309,2,7,Quod deserunt.,1539000,1,Yes,22-09-2021,36,Culpa iure aliquam nam.,3,3,7.14,93,2,Psychiatrist,Yes,2,27,26.62,Contract,Yes,Laid Off,No
d825dfbc-09b8-4207-9733-f4eaf54437a7,Yasmin Gara,58,Male,Married,16-01-2012,Wipro,West India,7.928326756,Database Administrator,Marketing,Diploma,8.807980684,2,7,Iure quasi.,1946000,2,Yes,25-12-2019,40,Aperiam nam corporis tenetur vero maxime sapiente.,2,1,5.76,65,4,Television production assistant,No,4,14,10.3,Full-time,No,Employed,No
0ca9d65d-0adb-49ad-bd8b-af59b74c79f1,Hrishita Verma,39,Male,Single,04-01-2014,Wipro,West India,4.975114089,Data Analyst,IT,Diploma,26.70895328,1,4,Reiciendis laudantium molestias.,812000,0,Yes,22-09-2020,50,Magnam error blanditiis nulla nemo.,2,2,0.85,83,3,Music therapist,No,5,3,22.47,Contract,No,Laid Off,Yes
1c185f89-6131-430e-8e69-6eb0ca4a78f4,Arhaan Walia,40,Male,Divorced,19-10-2013,Wipro,South India,7.48256466,Data Analyst,Operations,Bachelor's Degree,10.0037193,5,7,Recusandae.,902000,1,No,22-07-2023,60,Qui eius praesentium corrupti nostrum aut illum qui.,0,4,2.83,82,5,"Administrator, sports",No,1,0,18.52,Full-time,No,Laid Off,No
0d7af037-a934-4184-9da7-460b0b28f351,Zaina Luthra,60,Female,Divorced,19-06-2021,Wipro,North India,6.585001802,HR Manager,R&D,Bachelor's Degree,10.7064689,1,10,Doloribus non iusto minima.,2365000,3,Yes,14-06-2024,57,Ea maiores alias explicabo.,1,3,5.03,81,7,"Designer, television/film set",No,0,8,5.09,Part-time,No,Employed,Yes
f7ac56e3-a4fb-4985-ac0d-3354b439d595,Lakshit Gour,24,Male,Single,25-01-2014,Wipro,South India,11.08115803,Business Analyst,Operations,Master's Degree,18.96827123,2,1,Excepturi.,2381000,0,Yes,26-10-2023,36,Deserunt explicabo beatae minima.,1,5,2.61,70,6,Human resources officer,Yes,3,23,22.56,Contract,No,Employed,Yes
ba340361-113e-4e66-af55-16449d6de1ba,Fateh Bora,23,Female,Married,20-02-2020,Wipro,East India,14.83516864,Project Manager,Marketing,PhD,19.9696139,3,8,Quis sunt rerum.,506000,2,Yes,15-09-2023,46,Doloremque tempora fugiat qui deserunt repellendus totam.,3,2,0.74,91,1,"Nurse, learning disability",Yes,2,6,24.68,Contract,No,Employed,No
19c0486b-440d-430c-8926-3ecbe05d0c3e,Shanaya Bajaj,31,Female,Single,23-11-2013,Wipro,West India,10.41758736,Project Manager,IT,PhD,27.69743108,2,10,Illo.,2405000,3,No,20-06-2022,46,Culpa quod ratione quasi quisquam ducimus mollitia.,4,4,8.32,89,9,Health physicist,No,3,32,13.5,Full-time,No,Employed,Yes
67112b41-f8aa-4d2d-a65b-4b9f0d412807,Azad Dhaliwal,33,Female,Single,21-05-2020,Wipro,North India,12.07645767,Software Engineer,Marketing,Master's Degree,26.08601386,4,5,Numquam temporibus.,436000,2,No,24-10-2021,46,Maxime quisquam non rerum.,4,1,6.7,67,5,Arts administrator,No,4,13,14.8,Contract,No,Laid Off,Yes
2db173b6-b15f-4c0c-985f-89fde95ffd52,Mehul Bhargava,55,Male,Single,07-07-2012,Wipro,South India,10.62699387,HR Manager,IT,PhD,5.944496637,2,2,Corrupti aliquam delectus.,1705000,2,Yes,11-04-2023,35,Nihil exercitationem impedit dolorem harum animi.,5,4,5.41,67,9,Colour technologist,No,0,6,8.22,Contract,No,Laid Off,Yes
bee4bb40-072d-4f58-8a37-c4fdae4f96b0,Shaan Chandran,48,Male,Married,09-02-2010,Wipro,East India,11.32315374,Software Engineer,Finance,PhD,1.729694166,5,5,Ut laudantium.,2847000,2,No,14-12-2022,50,Quam ea totam blanditiis odio.,0,2,0.89,72,7,Purchasing manager,Yes,5,10,20.24,Part-time,Yes,Laid Off,Yes
e4c75fef-af1e-40e9-a4f2-5ceadefd9c02,Anya Bhatnagar,27,Male,Single,22-10-2012,Wipro,East India,0.870498807,Project Manager,Finance,Bachelor's Degree,12.84105794,3,8,Porro modi.,2824000,1,No,17-07-2021,57,Nemo illo quae voluptate ab illo.,3,3,5.37,100,1,Electrical engineer,Yes,1,20,24.69,Part-time,Yes,Laid Off,No
c02c8f24-3fcb-4ca8-a996-342ddbc67020,Alia Hayre,60,Female,Divorced,31-05-2023,Wipro,West India,5.798879624,Business Analyst,R&D,PhD,1.99986494,2,2,Labore quasi exercitationem.,520000,1,No,14-06-2021,52,Quae ea recusandae ad nesciunt assumenda nihil.,3,0,4.48,74,2,"Engineer, manufacturing systems",No,0,23,24.67,Full-time,No,Employed,No
35773cd9-1b10-41c2-8b8a-da409d48237f,Drishya Sen,58,Female,Single,28-11-2021,Wipro,East India,6.677306027,Database Administrator,Marketing,PhD,17.47921585,2,6,Consequuntur numquam quasi.,2906000,0,Yes,24-08-2021,37,Quas voluptates molestias occaecati amet odio.,5,0,9.24,94,8,Sub,No,5,17,9.29,Full-time,No,Laid Off,Yes
4a0758aa-e969-42c4-aae2-29e9669cc4d5,Vaibhav Dasgupta,48,Female,Divorced,08-01-2010,Wipro,West India,8.98468717,Network Engineer,Marketing,Master's Degree,16.64233864,5,1,Eius quae ab recusandae.,2399000,0,No,20-07-2022,40,Dolorem consectetur veritatis culpa tempore repudiandae itaque.,3,3,9.22,70,5,"Sales professional, IT",No,3,42,23.81,Part-time,No,Laid Off,Yes
fd9463fa-a55f-49c2-a2ae-69cd3aebf5f8,Lavanya Lala,42,Female,Married,08-03-2022,Wipro,West India,11.4546336,Network Engineer,IT,Bachelor's Degree,4.869261985,4,1,Ut impedit.,1250000,2,No,18-01-2024,43,Ipsam odio mollitia amet commodi hic.,4,2,3.88,96,9,Printmaker,No,1,20,21.54,Contract,No,Employed,Yes
c983fca5-8095-43de-b042-7172316f6f70,Zara Kulkarni,29,Female,Divorced,27-12-2009,Wipro,North India,11.84486512,Software Engineer,HR,PhD,3.925110903,4,2,Eveniet error.,689000,0,No,07-12-2023,41,Voluptatem occaecati aliquam earum neque.,4,5,6.4,71,3,"Therapist, music",Yes,1,40,9.36,Contract,Yes,Employed,Yes
4a8e24b6-de19-44da-8422-c91d35f6bc92,Nehmat Shenoy,53,Female,Divorced,03-01-2010,Wipro,South India,2.091676564,Project Manager,IT,Bachelor's Degree,12.40968705,2,2,Animi at minima aut.,1837000,3,No,25-07-2020,53,Id esse provident odio eius consectetur inventore.,3,1,1.08,76,1,Claims inspector/assessor,Yes,5,41,16.39,Contract,No,Employed,Yes
7641f23b-5634-41f2-83ed-438efb0eaf72,Zara Bath,44,Male,Single,01-03-2014,Wipro,East India,7.300914319,Database Administrator,IT,Diploma,17.35183627,5,10,Ut temporibus expedita.,647000,1,Yes,11-01-2023,37,Non saepe at quaerat laboriosam.,4,0,3.79,65,3,Barista,No,4,28,14.94,Full-time,Yes,Employed,No
884ea2df-a9c9-4f88-bf14-87ed0cece749,Samaira Viswanathan,31,Male,Single,01-09-2018,Wipro,West India,12.65210291,Data Analyst,Marketing,Master's Degree,26.52165887,5,10,Natus neque nulla.,1422000,3,Yes,05-08-2024,54,Assumenda nam repellendus quam aliquid sequi fugiat.,2,1,1.18,87,7,Barrister's clerk,Yes,2,48,1.83,Part-time,Yes,Employed,No
af808fb5-88bc-4e1e-a1a7-ff2a68397b49,Ahana  Dube,29,Female,Single,28-05-2012,Wipro,North India,12.44801674,Data Analyst,IT,Bachelor's Degree,22.0378997,2,10,Ipsum illo fugit.,939000,1,Yes,18-01-2024,54,Amet vero necessitatibus occaecati deserunt.,1,5,3.46,60,9,Photographer,No,4,25,21.12,Part-time,No,Laid Off,No
5e63ef3d-7bb1-4436-9209-71159a2aec96,Suhana Ahluwalia,44,Female,Single,14-03-2013,Wipro,South India,5.134123024,Database Administrator,Marketing,Diploma,7.204662708,4,1,Hic dolore aspernatur.,1245000,3,Yes,22-01-2020,57,Aliquam dolore officiis dolore.,0,4,3.97,91,10,Bonds trader,No,1,14,17.15,Contract,No,Employed,Yes
966a63f5-5227-4460-884b-75198ae731c7,Kabir Tata,23,Male,Single,28-08-2017,Wipro,North India,14.49380022,Network Engineer,IT,Master's Degree,21.43646804,3,3,Reprehenderit optio delectus.,891000,3,No,08-05-2023,39,Voluptas numquam suscipit quae accusamus non voluptate a.,5,0,2.81,60,6,Public house manager,Yes,5,5,1.65,Full-time,No,Employed,No
0e5bbaa2-5e58-4604-8d62-9c534da62ba7,Yasmin Varghese,48,Female,Married,07-07-2015,Wipro,East India,14.44602226,Project Manager,Operations,Bachelor's Degree,12.38300121,2,4,Inventore expedita.,1363000,3,Yes,14-01-2022,58,Vel molestiae blanditiis tempore voluptatibus praesentium.,3,5,6.45,90,2,"Programmer, systems",No,5,36,17.27,Contract,No,Employed,Yes
cef34f9c-96c3-473c-a322-9ea6207bffc3,Vedika Mandal,31,Male,Married,11-02-2010,Wipro,South India,5.104482193,Software Engineer,HR,PhD,3.664798896,4,1,Sed molestiae ipsum.,990000,0,No,08-10-2022,40,Laboriosam ut amet.,4,0,2.63,73,3,"Engineer, automotive",Yes,5,5,14.56,Contract,No,Employed,Yes
bcc9a5c3-ea51-4d63-840f-4bfc4d12c00a,Kanav Ratti,60,Female,Divorced,02-09-2016,Wipro,North India,10.66281785,Data Analyst,HR,Diploma,6.527811792,4,3,Dolorum atque atque.,2794000,2,Yes,20-05-2023,40,Consequatur alias in architecto architecto.,2,3,4.06,97,3,Lobbyist,Yes,4,42,3.96,Full-time,No,Laid Off,No
3244c614-7e0f-41a2-a319-fca30e4b2272,Dharmajan Ravi,25,Male,Married,11-06-2014,Wipro,West India,13.66739902,Software Engineer,R&D,PhD,14.322993,1,6,Saepe voluptatibus veniam.,1570000,2,No,01-12-2021,54,Ex quam quos asperiores perspiciatis deleniti laudantium.,1,3,1.53,65,10,"Administrator, education",No,4,30,4.52,Full-time,No,Employed,No
49a5b566-b840-4736-8cc9-7ac9c8b77fe3,Veer Dugar,25,Male,Married,05-04-2021,Wipro,West India,3.471115107,Software Engineer,Finance,Master's Degree,15.047122,2,9,Natus dignissimos iste.,2826000,0,Yes,28-05-2023,56,Culpa deleniti quam autem iste.,0,2,8.91,64,10,Jewellery designer,No,2,13,25.52,Full-time,No,Employed,Yes
4bfc8451-42f7-4fc2-ab4d-7b43449e743d,Shanaya Dhar,43,Female,Single,11-11-2019,Wipro,West India,2.867515404,HR Manager,R&D,Master's Degree,28.74975582,4,8,Fugit unde reiciendis.,1561000,2,Yes,06-04-2020,50,Sunt vero tempore.,3,0,2.74,97,7,Print production planner,No,5,32,3.04,Part-time,Yes,Laid Off,No
2d4dfe61-c590-42aa-bd05-0be81d44ce5f,Himmat Iyengar,24,Female,Married,12-05-2014,Wipro,North India,14.20984592,Software Engineer,Operations,PhD,1.345081669,4,10,Sequi explicabo.,1253000,0,No,28-04-2020,54,Doloribus soluta aliquam ratione.,3,3,7.97,65,10,Personnel officer,No,4,48,11.52,Part-time,No,Employed,Yes
fa5cf1ac-9fa5-47ad-8dab-495ba920db0b,Ishita Dora,45,Male,Married,02-10-2021,Wipro,East India,8.754183582,Business Analyst,Marketing,Master's Degree,18.50802985,2,4,Enim inventore quidem.,2622000,1,Yes,04-01-2021,56,Magni beatae magni.,2,3,6.85,91,5,Insurance broker,Yes,4,0,26.53,Full-time,No,Employed,Yes
5080a940-6048-46f6-abe5-f46bfa2ec36b,Riaan Venkatesh,54,Male,Married,08-01-2010,Wipro,East India,14.73425932,Project Manager,IT,Bachelor's Degree,26.38325949,5,6,Aliquam quae quam molestias.,997000,1,No,03-04-2022,41,Nam hic vero.,4,1,7.27,68,7,Armed forces training and education officer,No,5,3,12.4,Contract,Yes,Employed,No
c7e8c897-5bea-4894-9e69-e9818851fc36,Jayesh Warrior,35,Female,Single,19-08-2024,Wipro,South India,3.770157977,Database Administrator,HR,PhD,18.53058004,5,4,Voluptas fugit.,2494000,2,No,29-09-2022,60,Recusandae ipsum fugit id ipsa.,5,3,0.65,84,7,Commercial/residential surveyor,Yes,1,30,2.04,Contract,No,Laid Off,Yes
137e3ee9-cae3-41dc-aa92-0d391b7cf295,Dharmajan Solanki,43,Male,Married,26-07-2019,Wipro,South India,10.60099988,Data Analyst,R&D,Master's Degree,8.556686587,5,8,Vitae vel dolore.,537000,3,No,17-02-2020,52,Ea eos autem iusto quaerat occaecati incidunt.,3,0,6.37,71,1,"Engineer, electrical",No,3,15,17.9,Part-time,No,Employed,Yes
52bbc12b-d960-4bce-b53e-2441e5b6d7cc,Aaryahi Bir,29,Female,Divorced,08-01-2024,Wipro,West India,11.29948009,Software Engineer,Operations,Bachelor's Degree,8.803428988,5,1,Maxime consequatur.,2567000,0,No,15-09-2024,37,Rem sed quis exercitationem.,5,2,3.97,86,10,Tourist information centre manager,Yes,5,7,25.36,Part-time,No,Laid Off,Yes
2338add5-4897-4d72-9b05-ce13c0745f85,Manjari Bava,38,Male,Single,06-04-2015,Wipro,East India,2.283510404,Database Administrator,IT,PhD,5.520995646,1,9,Ipsam maiores et dicta.,2864000,1,Yes,24-10-2020,50,Aperiam laudantium illum quia tempora odio consectetur.,5,1,6.93,73,8,"Engineer, water",No,4,16,22.06,Contract,Yes,Laid Off,No
e9e23f5a-4497-4e92-96fa-a43a4fc5aaa0,Shlok Rout,40,Male,Divorced,20-01-2019,Wipro,West India,13.99265321,Project Manager,Marketing,PhD,29.60982076,3,7,Nostrum corrupti.,1461000,2,Yes,17-10-2019,48,Magnam veritatis reiciendis quia voluptate.,2,5,9.02,63,4,"Engineer, petroleum",No,2,18,23.78,Full-time,Yes,Laid Off,Yes
d985401b-7b22-47f7-ac2d-f2fa66abc3ba,Nakul Chawla,34,Female,Divorced,28-01-2014,Wipro,South India,4.258486951,Project Manager,Marketing,PhD,12.81898309,5,2,Nulla repudiandae voluptate.,1323000,0,Yes,09-04-2023,44,Perferendis blanditiis voluptatem voluptatem.,0,0,2.7,88,7,Volunteer coordinator,No,4,31,21.14,Part-time,Yes,Employed,Yes
6023e53f-f7c1-44fd-ae21-f72f24ed2acb,Lavanya Aurora,44,Female,Single,12-12-2019,Wipro,South India,14.36929131,Database Administrator,IT,Bachelor's Degree,9.462353632,2,6,Deleniti facere cumque repellat.,2607000,0,Yes,08-08-2022,39,Blanditiis vel dolore consectetur ea repudiandae iure.,2,0,0.86,92,5,International aid/development worker,No,0,32,19.66,Part-time,No,Laid Off,Yes
d611ed15-2e7d-4d42-8145-87cf9bfffea3,Kartik Sawhney,59,Female,Divorced,28-05-2019,Wipro,West India,0.755773479,Software Engineer,IT,Bachelor's Degree,24.18368271,4,8,Autem accusantium.,1699000,1,Yes,18-08-2022,36,Ex occaecati consequatur qui.,4,4,1.21,97,3,Structural engineer,Yes,4,41,28.06,Part-time,Yes,Employed,No
d2f2c1ba-4aad-4e4a-b95b-86e4fa0ce3ef,Ayesha Dar,30,Male,Single,10-06-2010,Wipro,South India,10.68208517,Business Analyst,R&D,Master's Degree,20.24409243,5,2,Eveniet voluptatibus magnam.,2403000,0,Yes,08-10-2019,54,Autem ab et.,1,5,4.49,82,10,Visual merchandiser,No,2,47,7.12,Part-time,No,Laid Off,Yes
e069bd54-2557-4f94-8505-e79b95b8c24d,Drishya Badami,22,Male,Divorced,01-05-2016,Wipro,North India,11.2040203,Project Manager,Finance,Master's Degree,12.08446892,2,7,Porro qui nisi.,2591000,2,Yes,20-06-2022,41,Voluptas expedita aperiam corporis vero est alias excepturi.,2,1,6.89,86,8,Learning mentor,Yes,3,47,17.13,Full-time,Yes,Laid Off,No
68505cd0-4aab-44a9-8185-1444a627d539,Pranay Kumar,30,Male,Divorced,13-08-2013,Wipro,West India,1.532019272,Database Administrator,R&D,Diploma,11.38893806,5,9,Expedita sequi.,1811000,1,Yes,26-12-2022,48,Veritatis at similique unde magnam consequuntur veniam.,3,1,1.6,97,9,Metallurgist,Yes,0,39,3.65,Contract,Yes,Laid Off,No
bd9640bc-15a6-4dc4-b4d8-ba7b0f4eb4ce,Aaina Atwal,37,Male,Single,08-04-2024,Wipro,South India,11.79172265,Software Engineer,IT,Bachelor's Degree,22.46386292,5,4,Quibusdam enim ab.,2677000,0,No,26-05-2020,48,Eius vel dolorum.,0,2,2.36,77,10,Hydrologist,No,5,9,12.89,Full-time,No,Laid Off,No
c9d0f5f3-d1fc-46e6-9c88-a87d8ae01633,Nehmat Tata,44,Female,Divorced,22-04-2012,Wipro,South India,1.043081737,Project Manager,Operations,Master's Degree,3.555185069,2,7,Quibusdam atque vel.,2653000,0,No,17-01-2022,36,Provident ratione error perspiciatis maiores eos autem corporis.,0,5,6.56,91,7,"Surveyor, rural practice",No,0,43,10.97,Full-time,Yes,Laid Off,Yes
66cd0cef-6cf7-4163-81b0-5d95282439f5,Zain Doctor,40,Female,Single,07-12-2022,Wipro,South India,10.52330123,Database Administrator,R&D,Bachelor's Degree,6.851151755,5,7,Ea.,351000,2,Yes,23-02-2023,42,Quasi tempora deserunt rem possimus.,4,4,8.09,98,7,Clinical research associate,No,2,10,2.29,Contract,No,Employed,No
96185096-9d50-4c4e-93e0-a5e616b1b16f,Aarush Dhar,25,Female,Divorced,08-04-2024,Wipro,South India,7.783368001,HR Manager,HR,PhD,7.631945635,3,1,Consequuntur quaerat ratione.,626000,0,Yes,30-04-2020,47,Aperiam cumque beatae perspiciatis facilis sunt.,4,3,6.44,76,1,Town planner,Yes,2,22,18.47,Part-time,Yes,Employed,Yes
2acfad7f-2d1b-4a29-95ea-142b333bebdf,Kavya Krishna,51,Male,Divorced,08-05-2021,Wipro,South India,9.657736465,Data Analyst,Operations,Master's Degree,23.18263009,3,1,Error ipsa.,1434000,1,No,02-05-2022,47,Expedita praesentium rem quidem nisi.,0,2,6.74,90,4,Technical author,No,5,14,18.69,Contract,No,Employed,No
2d499c92-0bb8-4d21-86fe-5c73918cad83,Rania Wagle,24,Female,Married,09-04-2013,Wipro,North India,8.088301991,Project Manager,IT,Diploma,22.3898655,2,9,Ex vero.,328000,1,Yes,22-12-2021,50,Deleniti eligendi fuga error dolorum.,0,0,7.19,75,4,Advice worker,No,3,4,3.62,Contract,Yes,Laid Off,Yes
0018ee2e-ce5a-406a-ab2d-714e625ed6ca,Gokul Karnik,46,Female,Married,21-03-2022,Wipro,North India,12.24941512,HR Manager,IT,Bachelor's Degree,12.56833436,3,8,Tempore totam molestiae esse.,598000,3,No,18-11-2022,54,Nesciunt eum alias.,0,5,4.22,96,7,"Sales professional, IT",No,1,23,19.89,Part-time,No,Laid Off,No
2111c8f4-68df-4d91-ac54-eed5e99a0b7d,Pari Karan,39,Male,Divorced,11-09-2015,Wipro,East India,5.818105676,Network Engineer,Operations,Diploma,1.168046946,4,9,Modi tenetur ipsum.,2235000,3,No,22-06-2021,38,Sapiente in nisi nesciunt.,0,0,9.37,62,1,Publishing copy,Yes,2,3,12.55,Part-time,No,Employed,No
094de6b8-cd38-40cc-85ff-d62064eef138,Suhana Goyal,33,Female,Married,04-01-2017,Wipro,West India,8.529983567,HR Manager,HR,Master's Degree,19.08557362,3,1,Cupiditate voluptatum.,2239000,3,No,19-08-2023,52,Reiciendis distinctio magnam exercitationem necessitatibus tenetur eligendi excepturi.,5,2,1.61,96,8,Drilling engineer,Yes,2,49,2.26,Part-time,No,Employed,Yes
8fddf341-33f3-474d-87e6-2618db8213ee,Ivan Goswami,36,Male,Single,11-04-2011,Wipro,South India,1.81586482,Data Analyst,Marketing,Master's Degree,19.50929574,3,5,Saepe adipisci consequatur.,2101000,3,No,06-03-2020,60,Provident eum beatae ea error.,5,5,7,78,3,Community education officer,Yes,2,46,19.4,Part-time,Yes,Laid Off,Yes
829743dd-9fcf-49b6-a7ac-65232a66f9cb,Vaibhav Chatterjee,35,Male,Single,10-04-2021,Wipro,North India,0.706517243,Data Analyst,Marketing,Diploma,10.96921036,2,6,Nobis dolor quaerat.,2932000,0,No,20-05-2020,44,Minus quisquam quidem dolor doloremque.,2,0,3.61,61,5,Statistician,No,5,25,5.99,Contract,No,Laid Off,No
dc25e254-a18d-4388-9ec9-c92fc84d6362,Aarav Khalsa,24,Male,Divorced,16-11-2011,Wipro,West India,9.948970411,Database Administrator,Finance,PhD,14.99053255,1,4,Expedita molestias.,955000,1,Yes,04-12-2019,49,Voluptatem aliquam neque sequi.,1,4,4.37,89,7,Dramatherapist,No,5,15,19.18,Contract,Yes,Employed,No
1817b1ad-7246-4a70-b333-dbe203bc20e6,Shray Lanka,47,Male,Married,18-05-2022,Wipro,West India,5.731538936,Project Manager,Marketing,PhD,14.84273322,5,6,Omnis aspernatur consectetur.,738000,3,No,01-04-2022,48,Labore itaque sit porro enim.,4,4,9.47,88,9,Systems developer,No,1,41,17.58,Full-time,No,Employed,No
454f45da-02ee-4b23-8b5d-8b8405ed1233,Darshit Sharaf,28,Female,Single,01-01-2018,Wipro,South India,4.947782712,Data Analyst,IT,Master's Degree,5.582128682,4,3,Nostrum aliquid eligendi.,396000,3,Yes,18-06-2021,38,Amet ullam autem non amet.,5,4,7.21,63,9,Aeronautical engineer,No,4,5,9.21,Contract,Yes,Laid Off,No
d2fca4c3-3164-4f2e-93e0-ac341ca0a0e8,Heer Kurian,58,Male,Single,30-07-2023,Wipro,East India,2.262842013,Project Manager,Operations,Diploma,8.619223121,2,8,Accusamus.,1239000,0,Yes,25-10-2021,38,Suscipit dolorum deserunt cupiditate modi.,0,4,2.05,100,7,"Administrator, charities/voluntary organisations",No,0,39,20.64,Full-time,Yes,Laid Off,Yes
